Fecha,Rating,Titulo,Reviews
"January 14, 2018",50,Amazing Vibe,"Local food, crazy drinks and the most amazing hosts. This definitely isn’t a quiet restaurant, there’s always something happening in the next table or yours! Live music is also a regular and the food is really good."
"January 11, 2018",50,The best place for dinner in Bogota,"This was my second time there. Such an amazing experience! It is the best restaurant in Bogota for dinner with family, friends, partner, anything else. It is a life experience."
"January 10, 2018",40,Wild place,"Crazy place! Huge - 4 stories, at least - each story crazier than the last. Music is loud in a total party atmosphere... food was ok, tho we found the beef a little tough. Go for the scene!"
"January 8, 2018",50,Mix of great food & fun,"Ask for the mixed plate of meats, the patacones with guacamole, empanadas Cachacas, & the arepa de choclo. All to die for. The ambiance was great, we danced & had a lot of fun. Great service!"
"January 7, 2018",40,STEAK,We arrived early as we did not make a reservation. All staff was very friendly. Great environment. Steak was cooked as ordered.
"January 7, 2018",40,Great dinner,"The place is incredible, an Ali Bsba cave. The food is pricy for Colombia but very good. The speciality Lomo al trapo was excellent. Service is also good. On a Saturday minors are not admitted after 5pm and can stay only until 8pm."
"January 6, 2018",50,One of the best restaurants in Bogota,"Fun atmosphere, great food, and incredible service. Rafael hooked me up with wine and food tasting menu that’s was incredible! Vibe is cool and everyone is either smiling or dancing!!"
"January 5, 2018",50,Laughter all around,"An excellent, fun and happy atmosphere with excellent food, drink and staff. Everyone was excellent - dancing was nearly mandatory and the Aguardiente (Colombian drink) shots were endless. A great place to go!!!"
"December 31, 2017",20,Avoid this tourist trap,We are sitting here after waiting over an hour for food. Snobby staff. Tacky decor. A big tourist trap. Avoid at all costs unless you want to go to a Disneyland/Hard Rock Cafe in bogota.
"December 28, 2017",40,Excelent party location in Bogota,"Excelent crowd, local food and music, dance floor, but too expensive. Reservations are always needed."
"December 27, 2017",40,Fun fun fun!!! Bring friends,This classic enclave with all it's decor is made to be enjoyed. Bring a crowd! It's a great time out of the city.
"December 22, 2017",50,Best place to visit in Bogota,This is an obligated place to visit in Bogota. This is a place where you can find both good food and great party!!!
"December 13, 2017",50,Very good food and atmosphere,The food and the decoration is excellent. There is a wide variety of meat and also there is a performance stage and dance floor. A real latin american place for food and fun
"December 11, 2017",50,Colombian delights!,"Excellent food, fantastic juices.. vibrant, energetic, fast, hygienic! Plenty of options, live music, nice interior and great seating... be ready for hearing rapid-fire Spanish and mouth-watering aromas!"
"December 10, 2017",30,Great atmosphere mediocre food,"Had dinner here with a large group of friends. Super fun atmosphere, but unfortunately, the food was mediocre and nothing special."
"December 6, 2017",40,very fun anad yummy,"Good food, good drinks, good music and good vibe. Went with collegues we all got drunk with tequila and aguardiente and had a great dinner and great night, tottaly recommend it. Prices are a little bit high but worth it."
"December 6, 2017",50,Great time,Had a great time and the food was good. You have to experience this restaurant if you are visiting Bogota. Great music and loved the papa criollas.
"December 5, 2017",40,Steakhouse,"Well I thought I will splash out on a big steak. Well I wasn't disappointed, super food. The atmosphere is loud which is not to my taste but if you go in a group it's perfect. I can recommend this joint"
"December 4, 2017",50,Live music&amazing atmosphere,"Great place to have fun, listen to live music, dance and try local food. Excellent interior decoration."
"November 23, 2017",50,Great meat,"10 points to Andres - carne del res. No word to be added: many choices, great food, excellent atmosphere. If you’re in Bogotá, a visit here is a MUST. Don’t come here for typical Colombian food - come here for carne!"
"November 19, 2017",50,Great Colombian Food,"Really amazing colombian food, a great selection of dishes even if you are looking for something small. I would recommend trying their beers too!"
"November 16, 2017",50,As good as always❤️❤️,Andres is a staple! If you are in Bogota you have to enjoy an afternoon or a crowded uber fun night there. Loved this place when i lived in bogota at 15 loved this place at my 39 birthday!
"November 15, 2017",40,Good Food in a fun setting,I had visited the first restaurant 15 years ago. This one is more central and over kitch bit fun particularly if you have kids. I like BBQ food. We had a good time.
"November 12, 2017",50,Fantastic experience,This is a very unique restaurant / night club. It is a must see when you are in Bogota but hard to describe. Just go for the experience. The food was very good.
"November 8, 2017",50,Halloween Party,"For sure the best in town! Great costumes, excellent service and the Mandarino is the best cocktail ever!"
"November 8, 2017",50,FAVORITE PLACE EVER!!!,"Just loved!!! It’s like they say: bueno, bonito y carito! Amazing!! MUST GO! Must walk all the restaurant up and down many times to check it all, there are much to see (teu to get a table at the INFIERNO level)"
"November 7, 2017",40,Interesting restaurant,Great place to visit with a group of friends. Plenty food to choose from as well as drinks! The service was great and there was a music group playing around. Note: it can get a bit loud so consider that.
"November 7, 2017",50,So funny!!!,"Excellent place to go with friends to have fun and eat, the local music is very cheerful, good liquor and a variety of food dishes to choose from."
"October 28, 2017",50,Great atmosphere,"We visited this restaurant on our last night in bogota. A lively venue with loads of atmosphere. It can be loud, but would be a lot of fun with a group of friends."
"October 26, 2017",50,A must in Bogota,This place never disappoints. Fun restaurant with great food. This is a party place perfect for celebrations. Reservations recommended.
"October 23, 2017",50,Fun place,"Food was great, although slightly pricey. The atmosphere was great with lots of live performances. Service was excellent!"
"October 22, 2017",30,Not my style,"Little hidden place in the middle of small shopping. Very decorated, crowded and noisy. Lot of friendly staff, quick service. Average meat, got some fruits for the journey home. Maybe good for parties, but definitely not for private or business meal."
"October 22, 2017",40,A must go place,"A must go place for a good taste of food and latin culture. It is crowded and noisy, creasy but fun. Don’t plan for a talk but to move your body, otherwise sit and watch."
"October 16, 2017",40,Fun & worthwhile,"Looking for a whacky environment, good food and meticulous service? Look no further; this is the place. Enjoy!"
"October 13, 2017",50,"Great atmosphere, must do place in Bogota","Recommend the food, drinks, music, dance, all on affordable prices. If you want to have dinner book a table in advance."
"October 6, 2017",50,utopia!,"what can i say , gorgeous people , great food , strong drinks, 3 dance floors, awesome music, this place is perfect!"
"September 26, 2017",50,Fun!,"A mandatory stop if you are in Bogota, period. Good food, good drinks, relaxed athmosphere and great service."
"September 15, 2017",50,"Fun, fun fun. Plus excellent food and drink",This is a fun filled restaurant. A must go to spot in Bogota. Be prepared to stay a while and enjoy yourself.
"September 13, 2017",40,Its a must... dont spec much on the food,"The place its amazing, so much decoration and very atractive... i really enjoyed the place the service and everything... but the food wasnt too great"
"September 9, 2017",50,City LandMark,"This is a place you can't miss in Bogotá, the food the staff, the store, everything is unique. Recommend the meat...it gets really cool after 10pm.Decoracion is amazing!!!"
"September 6, 2017",40,Nice place,Eclectic restaurant with big menu and interesting fare. I visited for lunch and ordered some lighter options with coffee and was not disappointed with service or food.
"September 6, 2017",50,Mire than meat!,"Known for it's meat and eclectic decor, was a dining experience you wouldn't want ro rush through! Didn't have meat but excellent pasta and Troutd"
"September 4, 2017",50,Good local food,"Good food, eclectic decor with tremendous night life. But there are some extensions elsewhere. The ine and only is in Chía in outskirts of Bogotá. So make sure that is the one you get to. You'll love it."
"September 4, 2017",50,Amazing,"Probably one of the most eccentric places I've ever visited, the food is great and the place is outstanding it has different themes in the different floors and a plus is that service is very friendly definitely a must !"
"September 3, 2017",50,Bring your Vegetarian Friend,"Im a vegetarian and there were many options. I was not excited to come here because I don't eat meat. I was pleasantly surprised with the options. Mushrooms, potatoes , asparagus and lots more. And my husband loved his steak. Win Win!!"
"September 2, 2017",50,Meat eaters heaven,"Great Food, unusual decor, and a great show to boot!!! It's a little far out of Bogota, with traffic it can be long to reach, but it's worth the trip."
"September 2, 2017",50,Colombia,"This is possible one of the most well known restaurants im bogota, although it's not actually in bogota, it's located in chia a 45mins drive depending on traffic from bogota. Amazing food, crazy decor and the best atmosphere you really cannot miss this one out."
"August 30, 2017",50,Great time!,My second time at Andres after 10 years. My memory serve me right and the place was as good as I remembered. Food was high quality and drinks on the expensive side. Had a superb time dancing latino and international hits!
"August 28, 2017",20,Crowded over priced terrible service and worse food!,"Atmosphere is like a circus gone rogue, it was crowded, loud, really loud, had to wait 1.5 hours for a small table, service terrible, food even worse. You can find such better places near this place, and for your own sake find one!"
"August 17, 2017",50,restaurante andres carne de res,"an original restaurant located close to bogota city, the food is amazing ,delicious, you can enjoy music. enterteiment clawons, dancers, jokers... the architecture is original, many creative devices... i really love that place"
"August 16, 2017",50,Great food and service,"Andres Carne de Res is a big restaurant in Bogotá, Colombia. The food is great, the price is good and the service is very good too. Despite of its size (it is a huge place), it is highly recommended to make a reservation."
"August 15, 2017",50,Best restaurant i've ever seen so far !,Very nice concept with great service and the food is just pure quality. Props to the chef and all staff members ! Great visit !
"August 13, 2017",50,Nice Funny and Very good meat,Very Nice restaurant with salsa dancing good méat carne lot of colombian people a fashion place not si expansive
"August 8, 2017",50,Totally Wacky Restaurant - a must do!!,"This restaurant is an interesting experience, a must do, it is incredible the food is fabulous, the waiters are exceptional, the ambience is incredible, what an experience loved it - totally eccentric and brilliant!! You must go if in the area!"
"August 4, 2017",40,Worth a look!,"We checked out this place on a friend's recommendation. Such a trip! We didn't have a reservation, but we were able to get a drink at the bar. All the staff were friendly. Worth a trip to check out the decor."
"August 4, 2017",50,Expectacular and Unique Restaurant!,"One of the stop you cannot missed in Bogotá! Expectacular place with a lot of things that you never seen before! Good live show, great food, great ambient! Also get a souvenir from their shop! Great service! Great experience!"
"July 30, 2017",50,"If you go to this restaurant in Colombia, must be this location!","Great place, incredible food, I really would like to go back to try so many Colombian food...the menu is a book! everything very nice prepared!"
"July 26, 2017",50,amazing experience - so much energy,"I had one of my experience to remember in this place. This place has so much energy, you would not believe it before you have been here. The music, the staff, the food, the guests. Everybody was happy having a great time."
"July 22, 2017",50,Great party!,A must visit party spot in Bogota. The food is really good. You can't go wrong with any of the options from the very extensive menu.
"July 19, 2017",40,Carne de res,It's very unique place good for lunch dinner drink party and it's so crowded on the weekend because it's the best night club in the city and the food is so so delicious and you will meet people from all over the world there
"July 13, 2017",50,Wow,"What an experience! I've now visited twice, and it's definitely worth the long drive to Chia. Such great food and a really interesting atmosphere. Unforgettable experience."
"July 12, 2017",40,Lively,Great tourist must do. A little expensive for Bogota but worth it Ok food good floor show but should book first as very busy.
"July 11, 2017",50,"Amazing, an experience",I had multiple people telling me I had to go here. Went with some locals what an amazing experience. I wouldn't consider a trip to bogota complete without going here.
"July 10, 2017",50,You must go!!!,"If you have the opportunity to travel to Bogotá, this is must. Amazing place to eat and enjoy all the night."
"July 9, 2017",50,A lot of Fun,"Really, really fun spot to get a great local flavor. Menu is huge, great bar like atmoshere with a ton going on."
"July 5, 2017",50,Wedding Rehersal lunch,"As always the best place in Colombia to party, eat and have the greatest of experiences. Cant leave without trying the "" mandarino"" and arepa de choclo. Fully recommended, do not miss!"
"July 2, 2017",50,Cool atmosphere,"A realy big complex in the heart of the party zone of Bogota. Restaurant, bar, club - in the same place."
"June 29, 2017",50,Fun.,Really cool place. Marci-gras-ish. Good food too! Bring bug repellant if you're going to the outdoor festival you'll need a blanket to sit on if you don't get there in time to get a seat.
"June 28, 2017",50,So fun,They experience at this restaurant is very unique the music was so fun and the food was delicious. The service was excellent and the price was right. I will love to return soon
"June 27, 2017",50,Dinner with friends,A classic that you cannot miss if you come to Bogota. Superb food and drinks in a magic realism environment. You will finish with a table top dancing after a very enjoyable night. The crew is very supportive and friendly.
"June 25, 2017",50,Dinner with friends,"One of the most famous restaurants in Bogotá, good food! The place is great, full of interesting things from Colombia. This place is a ""must"" of Bogotá."
"June 25, 2017",40,Good for scene,"It a places for both local and tourist food is a 3 but the bar scene is fun and the music allows you to enjoy the place safe , clean a lot of security"
"June 25, 2017",40,Cool place!,Cool place to go out and have dinner and try colombian traditional dishes! Great music and good atmosphere to dance!
"June 23, 2017",50,"Fun place, awesome experience, don't miss it","Amazing vibe, happy place, good music, great food and drinks with fine service, dancing starts from the upper floor, unique decoration, overall experience is just awesome."
"June 22, 2017",50,Perfect place and delicious food,"Everyone coming to Bogota should visit Andres D.C. restaurant. Decoration of restaurant is quite different, and food is delicious. Waiters are helpful and most of them speak English, which is hard to find in Bogota"
"June 21, 2017",50,"Colorful place, amazing food","I basically tried 10 dishes and I was blown away by the new flavors. It waa business dinner, then not to much party although on the upper floor there were a few people dancing. You cannot miss this out."
"June 10, 2017",40,Must go there,If you are in Bogota you must go there. You can go either to have dinner with your family or with your friend and then stay to dance. Is really different and you have to try it. The food was also excellent
"June 10, 2017",50,Amazing Place,"there is not enough words to describe how amazing is this place, If you come from overseas you gotta go there. the whole experience, the place by itself, the food, the service and the party make it perfect and worthy!"
"June 2, 2017",50,Very unique.,"An amazing tipe of restaurant, food was wow, excellent environment , besides that good food you can also dance salsa. Just in the middle of wherever you're setting down. This restaurant is so amazing. I enjoyed everything there. I recommend very much."
"May 30, 2017",50,It's always great,"You'll always have fun, find good meats, good drinks, the best environment in town from Monday to Sunday is always good to go. If you want to party choose weekends."
"May 30, 2017",50,Excellent place!,Beautiful decor and excellent ambiance with live music on a Sunday lunch time. Plenty of food choices. Amazing ethnic cuisine.
"May 28, 2017",50,great food! great music!,I have visited Andres twice. it is a great place for eating. plates are very good and tastes amazing. drinks are a little expensive but are also good. music is great and we had a lot of fun.
"May 27, 2017",50,Super fun,"Pretty good food, great service, decoration is insane! We thought it would be way to touristic or childish but it's not. Definitely a must do in Bogota."
"May 26, 2017",50,One Of The Best Dining Experiences EVER,"Everything, service, atmosphere, food, were all amazing. One of the best dining experiences ever, and one of the best experiences overall while in Bogota."
"May 18, 2017",40,This is the place for beef lovers,"If you are looking for a nice thick juicy piece of steak, look no further. This restaurant sell nice quality meat cooked just right, and of course there is much more than just steaks."
"May 18, 2017",50,A Must Go TOP 3 RUMBA Places,"Awesome place to hang out, dance, food & drinks great place...magical party style! Food is great, breakfast....lunch, One Of A Kind Place!"
"May 15, 2017",50,Unique combination of restaurant and theatre! Great food!,"I visited this place woith our Colombian friend and it was absolutely awesome experience. The food was delicious, interior very original and the show around makes the atmosphere unique. Haven't seen this anywhere else yet. Combination of restaurant and theatre. 10 out 10!!!"
"May 13, 2017",20,Overpriced and sort of a tourist trap. But great and fun place,"It's a quite expensive venue and the food is nothing especial. Thus, if your sole purpose is eating, I don't recommend. I rather recommend Andres DC if you're there for nightlife as the place it's quite fun and good for that."
"May 11, 2017",40,Fun and Delicious,"We recently had the pleasure of dining at the Andres DC restaurant and loved it. The food was very good, service acceptable and atmosphere fun-filled."
"May 10, 2017",40,Diner with customer,"Good restaurant, nice entertainment during diner, lovely music and above all good Columbian food... next time I would love to go again..."
"May 9, 2017",50,Celebration,This is the best !! The food they tray the costumer very special the prices are right I really recommend
"May 7, 2017",50,Top example of Vattitude,"Top example of Vattitude. Great food, great place, great vibes. Possibly one of the top 3 places i've been in my life with most #Vattitude."
